,Unnamed: 0,in_amount_mmol,p_amount_mmol,sol_amount_ml,TOP_amount_mmol,acid_amount_mmol,amine_amount_mmol,thiol_amount_mmol,zinc_amount_mmol,other_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium laurate,x0_indium myristate,x0_indium oxalate,x0_indium palmitate,x0_indium stearate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_4-ethylpyridine,x2_None,x2_dimethylformamide,x2_mesitylene,x2_octadecene,x2_toluene,x3_None,x3_trioctylphosphine,x4_None,x4_lauric acid,x4_myristic acid,x4_oleic acid,x4_palmitic acid,x4_stearic acid,x5_None,x5_dioctylamine,x5_dodecylamine,x5_hexadecylamine,x5_octylamine,x5_oleylamine,x6_None,x6_dodecanethiol,x7_None,x7_zinc acetate,x7_zinc bromide,x7_zinc chloride,x7_zinc iodide,x7_zinc octanoate,x7_zinc oleate,x7_zinc stearate,x7_zinc undecylenate,x8_None,x8_acetic acid,x8_copper bromide,x8_oleic acid,x8_superhydride,x8_tetrabutylammonium myristate,x8_trioctylamine,x8_trioctylphosphine oxide,x8_water,x8_zinc iodide,diameter_nm,abs_nm,emission_nm
30,30,-0.5827952766662334,-0.6223615420978489,-0.2684632788114369,-0.2860024936341677,-0.0725839008743929,-0.5999731997039042,-0.1855900239260307,-0.4984604228573469,-0.2477756046851762,-0.3918757296614055,1.5005660862829404,-0.282103108116476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,455,507
31,31,-0.5827952766662334,-0.6223615420978489,-0.2684632788114369,-0.2860024936341677,-0.3195211425463297,-0.5999731997039042,-0.1855900239260307,-0.4984604228573469,-0.2477756046851762,-0.3918757296614055,1.5005660862829404,-0.282103108116476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,460,518
32,32,-0.5827952766662334,-0.6223615420978489,-0.2684632788114369,-0.2860024936341677,-0.3118283935845871,-0.5999731997039042,-0.1855900239260307,-0.4984604228573469,-0.2477756046851762,-0.3918757296614055,1.5005660862829404,-0.282103108116476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,457,522
33,33,-0.5827952766662334,-0.6223615420978489,-0.2684632788114369,-0.2860024936341677,-0.3041356446228445,-0.5999731997039042,-0.1855900239260307,-0.4984604228573469,-0.2477756046851762,-0.3918757296614055,1.5005660862829404,-0.282103108116476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,456,525
34,34,-0.5827952766662334,-0.6223615420978489,-0.2684632788114369,-0.2860024936341677,-0.3272138915080723,-0.5999731997039042,-0.1855900239260307,-0.4984604228573469,-0.2477756046851762,-0.3918757296614055,1.5005660862829404,-0.282103108116476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,470,530
35,35,-0.4966497828642846,-0.6223615420978489,-0.0875050275449069,-0.2860024936341677,-0.1918215097814029,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.2109350101920028,1.5005660862829404,-0.2729268519071736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,525,558
36,36,-0.5397225297652589,-0.6223615420978489,-0.0875050275449069,0.1105828374852358,-0.2495171269944722,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.1552609426629559,1.6006526480815422,-0.2894441130839179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,472,None
37,37,-0.5397225297652589,-0.6223615420978489,-0.0875050275449069,0.1105828374852358,-0.2495171269944722,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.1552609426629559,1.6006526480815422,-0.2775149800118248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,486,None
38,38,-0.5397225297652589,-0.6223615420978489,-0.0875050275449069,0.1105828374852358,-0.2495171269944722,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.1552609426629559,1.6006526480815422,-0.1261067525583357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,499,None
39,39,2.776878981609773,0.8165712964568193,0.3022512059522346,-0.2860024936341677,5.154639018629688,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,0.1787834625113258,1.200306400887135,-0.2729268519071736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,530,579
40,40,2.776878981609773,0.8165712964568193,-0.0797099028749641,-0.2860024936341677,5.154639018629688,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,0.0674353274532319,1.6006526480815422,-0.2729268519071736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,555,595
41,41,-0.1520678076564889,-0.395161620220796,-0.0875050275449069,0.1105828374852358,0.2697434279231517,-0.5999731997039042,-0.1855900239260307,0.4096006409988405,1.6390375070033507,-0.1552609426629559,0.2995273446997183,-0.2362218270699641,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,430,477
42,42,-0.376046091541556,-0.5239082426177927,-0.14318448947307,-0.2860024936341677,-0.0379665305465513,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.2666090777210498,1.7007392098801442,-0.282103108116476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,499.0,None
43,43,0.3648051551552044,-0.2383936741256295,0.0238538963114192,-0.2860024936341677,0.9620908344799836,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.0995868751339089,0.0993542211025146,-0.2775149800118248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,498,542
44,44,0.3648051551552044,-0.2383936741256295,0.0238538963114192,-0.2860024936341677,0.9620908344799836,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.0995868751339089,0.0993542211025146,-0.2866912362211271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,502,548
45,45,0.3648051551552044,-0.2383936741256295,0.0238538963114192,-0.2860024936341677,0.9620908344799836,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.0995868751339089,0.0993542211025146,-0.2866912362211271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,512,554
46,46,0.3648051551552044,-0.2383936741256295,0.0238538963114192,-0.2860024936341677,0.9620908344799836,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.0995868751339089,0.0993542211025146,-0.2775149800118248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,512,558
47,47,-0.4966497828642846,-0.6223615420978489,-0.0875050275449069,-0.0877098280744659,-0.1918215097814029,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.1830979764274793,1.100219839088533,-0.2729268519071736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,580,None
48,48,-0.4966497828642846,-0.6223615420978489,-0.0875050275449069,-0.0877098280744659,-0.1918215097814029,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.1830979764274793,1.100219839088533,-0.2729268519071736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,584,615
49,49,-0.5827952766662334,-0.6223615420978489,-0.0875050275449069,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.4736951211158144,-0.2477756046851762,-0.2109350101920028,1.5005660862829404,-0.282103108116476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,460,480
50,50,-0.3243587952603867,-0.5466282348054979,-0.2211357361724983,-0.2860024936341677,0.1351203210926566,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,1.200306400887135,-0.2839383593583364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,537,None
51,51,-0.3243587952603867,-0.5466282348054979,-0.2211357361724983,-0.2860024936341677,0.1351203210926566,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3445527722617156,1.200306400887135,-0.2839383593583364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,537,None
52,52,-0.3243587952603867,-0.5466282348054979,-0.2211357361724983,-0.2860024936341677,-0.4226039786336802,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.0590942935163235,-0.3445527722617156,1.200306400887135,-0.2839383593583364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,None,545,None
53,53,-0.5827952766662334,-0.470894927513147,-0.164342685005772,-0.2860024936341677,-0.3072127442075416,-0.5999731997039042,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.2877652233820877,1.300392962685737,-0.2637505956978712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,631,None
54,54,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.539104371637212,-0.0786259474002644,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3726681763638843,-0.9415460216029444,-0.2910958392015923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,498,None
55,55,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.366017519998004,-0.0786259474002644,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3726681763638843,-0.9415460216029444,-0.2910958392015923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,476,None
56,56,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.731423095680776,-0.0771777605883099,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3725568282288261,-0.9415460216029444,-0.2910958392015923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,491,None
57,57,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.539104371637212,-0.0786259474002644,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3726681763638843,-0.9415460216029444,-0.2903617387048481,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,530,None
58,58,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.366017519998004,-0.0786259474002644,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3726681763638843,-0.9415460216029444,-0.2903617387048481,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,497,None
59,59,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.731423095680776,-0.0771777605883099,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3725568282288261,-0.9415460216029444,-0.2903617387048481,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,522,None
60,60,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.366017519998004,-0.0786259474002644,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3726681763638843,-0.9415460216029444,-0.282103108116476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,509,None
61,61,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.731423095680776,-0.0771777605883099,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3725568282288261,-0.9415460216029444,-0.282103108116476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,613,None
62,62,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.539104371637212,-0.0786259474002644,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3726681763638843,-0.9415460216029444,-0.2729268519071736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,590,None
63,63,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.539104371637212,-0.0786259474002644,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3726681763638843,-0.9415460216029444,-0.2637505956978712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,605,None
64,64,1.0539691055707956,-0.470894927513147,-0.2823831442934777,-0.2860024936341677,2.366017519998004,-0.0786259474002644,-0.1855900239260307,-0.5810114286624548,-0.2477756046851762,-0.3726681763638843,-0.9415460216029444,-0.2637505956978712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,518,None
