,Unnamed: 0,in_amount_mmol,p_amount_mmol,sol_amount_ml,TOP_amount_mmol,acid_amount_mmol,amine_amount_mmol,thiol_amount_mmol,zinc_amount_mmol,other_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium myristate,x0_indium oxalate,x0_indium palmitate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_4-ethylpyridine,x2_None,x2_dimethylformamide,x2_mesitylene,x2_octadecene,x2_toluene,x3_None,x3_trioctylphosphine,x4_None,x4_lauric acid,x4_myristic acid,x4_oleic acid,x4_palmitic acid,x4_stearic acid,x5_None,x5_dioctylamine,x5_dodecylamine,x5_hexadecylamine,x5_octylamine,x5_oleylamine,x6_None,x6_dodecanethiol,x7_None,x7_zinc acetate,x7_zinc bromide,x7_zinc chloride,x7_zinc iodide,x7_zinc octanoate,x7_zinc oleate,x7_zinc stearate,x7_zinc undecylenate,x8_None,x8_acetic acid,x8_copper bromide,x8_oleic acid,x8_superhydride,x8_tetrabutylammonium myristate,x8_trioctylamine,x8_trioctylphosphine oxide,x8_water,x8_zinc iodide,diameter_nm,abs_nm,emission_nm
10,10,-0.2718528172571036,-0.3708084324829689,1.70467108873478,-0.3024054766772155,0.1042397333125508,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,1.9862921790352863,1.5475251648829935,0.5904195334399266,-0.2540461391226253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,538,None
11,11,-0.2718528172571036,-0.3708084324829689,1.70467108873478,-0.3024054766772155,0.1042397333125508,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,1.9862921790352863,1.5475251648829935,0.9893637928332112,-0.2540461391226253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,576,None
12,12,-0.2718528172571036,-0.3708084324829689,1.70467108873478,-0.3024054766772155,0.1042397333125508,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,1.9862921790352863,1.5475251648829935,1.388308052226496,-0.2540461391226253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,578,None
13,13,-0.3544975627977774,-0.5908002513588241,-0.102921760929014,-0.3024054766772155,0.1780342446024079,-0.4309290610882783,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.2393601512976882,-0.8058853744365697,-0.2978175543223524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,580,588
14,14,-0.3544975627977774,-0.5908002513588241,-0.102921760929014,-0.3024054766772155,0.1780342446024079,-0.4309290610882783,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.2393601512976882,-0.8058853744365697,-0.3056964090583033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,492,None
15,15,-0.3544975627977774,-0.5908002513588241,-0.102921760929014,-0.3024054766772155,0.1780342446024079,-0.4309290610882783,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.2393601512976882,-1.4043017635264967,-0.3056964090583033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,397,None
16,16,-0.3544975627977774,-0.5908002513588241,-0.102921760929014,-0.3024054766772155,0.1780342446024079,-0.4309290610882783,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.2393601512976882,-1.4043017635264967,-0.2978175543223524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,462,None
17,17,-0.3544975627977774,-0.5908002513588241,-0.102921760929014,-0.3024054766772155,0.1780342446024079,-0.4309290610882783,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.2393601512976882,-1.4043017635264967,-0.2803089882424616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,500,None
18,18,-0.3544975627977774,-0.5908002513588241,-0.102921760929014,-0.3024054766772155,0.1780342446024079,-0.4309290610882783,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.2393601512976882,-0.8058853744365697,-0.2015204408829527,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,626,None
19,19,-0.3544975627977774,-0.5908002513588241,-0.102921760929014,-0.3024054766772155,0.1780342446024079,-0.4309290610882783,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.2393601512976882,-1.4043017635264967,-0.2015204408829527,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,574,None
20,20,0.1413709104462652,-0.0041554010232104,-0.4644403308617729,-0.3024054766772155,-0.4492191013613774,-0.6442317401553859,5.168702631070339,0.9747564265911876,-0.2616951253280192,-0.596876869501873,-0.8058853744365697,-0.2540461391226253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,487.8,500
21,21,0.1413709104462652,-0.0041554010232104,-0.4644403308617729,-0.3024054766772155,-0.4492191013613774,-0.6442317401553859,5.168702631070339,0.9747564265911876,-0.2616951253280192,-0.596876869501873,-0.8058853744365697,-0.2015204408829527,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,487.8,520
22,22,0.1413709104462652,-0.0041554010232104,-0.4644403308617729,-0.3024054766772155,-0.4492191013613774,-0.6442317401553859,5.168702631070339,0.9747564265911876,-0.2616951253280192,-0.596876869501873,-0.8058853744365697,-0.0964690444036076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,487.8,538
23,23,0.1413709104462652,-0.0041554010232104,-0.4644403308617729,-0.3024054766772155,-0.4492191013613774,-0.6442317401553859,5.168702631070339,0.9747564265911876,-0.2616951253280192,-0.596876869501873,-0.406941115043285,-0.2409147145627072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,487.8,540
24,24,0.1413709104462652,-0.0041554010232104,-0.4644403308617729,-0.3024054766772155,-0.4492191013613774,-0.6442317401553859,5.168702631070339,0.9747564265911876,-0.2616951253280192,-0.596876869501873,1.1888359225298537,-0.2803089882424616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,502.6,590
25,25,0.1413709104462652,-0.0041554010232104,-0.4644403308617729,-0.3024054766772155,-0.4492191013613774,-0.6442317401553859,5.168702631070339,0.9747564265911876,-0.2616951253280192,-0.596876869501873,1.1888359225298537,-0.2015204408829527,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,502.6,600
26,26,0.1413709104462652,-0.0041554010232104,-0.4644403308617729,-0.3024054766772155,-0.4492191013613774,-0.6442317401553859,5.168702631070339,0.9747564265911876,-0.2616951253280192,-0.596876869501873,0.1914752740466419,-0.2803089882424616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,487.8,560
27,27,1.7942658212597409,0.362497630436548,2.4277082286002973,0.8328552159033358,2.871533906682192,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,2.3790435405500063,0.7898916631365689,-0.2540461391226253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,469.0,None
28,28,-0.6024317994197987,1.4624567248158236,-0.3987096817830894,-0.3024054766772155,-0.3385273344265918,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.5410148822824691,-0.406941115043285,-0.2934404128023797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,601,None
29,29,-0.6024317994197987,1.4624567248158236,-0.3987096817830894,-0.3024054766772155,-0.3385273344265918,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.5410148822824691,0.7898916631365689,-0.2934404128023797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,620,None
30,30,-0.6024317994197987,-0.6641308576507757,-0.0864890986593432,-0.3024054766772155,-0.1134540749925275,-0.6442317401553859,-0.1957292721443185,-0.5431947686246543,-0.2616951253280192,-0.2394871103595504,1.587780181923138,-0.2978175543223524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,455,507
31,31,-0.6024317994197987,-0.6641308576507757,-0.0864890986593432,-0.3024054766772155,-0.3503344562329689,-0.6442317401553859,-0.1957292721443185,-0.5431947686246543,-0.2616951253280192,-0.2394871103595504,1.587780181923138,-0.2978175543223524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,460,518
32,32,-0.6024317994197987,-0.6641308576507757,-0.0864890986593432,-0.3024054766772155,-0.3429550051039832,-0.6442317401553859,-0.1957292721443185,-0.5431947686246543,-0.2616951253280192,-0.2394871103595504,1.587780181923138,-0.2978175543223524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,457,522
33,33,-0.6024317994197987,-0.6641308576507757,-0.0864890986593432,-0.3024054766772155,-0.3355755539749974,-0.6442317401553859,-0.1957292721443185,-0.5431947686246543,-0.2616951253280192,-0.2394871103595504,1.587780181923138,-0.2978175543223524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,456,525
