,Unnamed: 0,Growth Temp (Celsius),Metal_mmol (mmol),Chalcogen_mmol (mmol),CA_mmol (mmol),Amines_mmol (mmol),Phosphines_mmol (mmol),S_I_amount (g),S_II_amount (g),Time_min (min),x0_cadmium acetate,x0_cadmium acetate dihydrate,x0_cadmium oxide,x0_cadmium stearate,x0_dimethylcadmium,x1_None,x1_benzoic acid,x1_dodecylphosphonic acid,x1_ethylphosphonic acid,x1_lauric acid,x1_myrstic acid,x1_oleic acid,x1_stearic acid,x2_2-6-dimethylpyridine,x2_None,x2_aniline,x2_benzylamine,x2_dioctylamine/hexadecylamine,x2_dodecylamine,x2_heptylamine,x2_hexadecylamine,x2_octadecylamine,x2_octylamine,x2_oleylamine,x2_pyridine,x2_trioctylamine,x3_None,x3_diphenylphosphine,x3_tributylphosphine,x3_trioctylphosphine,x3_triphenylphosphine,x4_None,x4_liquid parafin,x4_octadecene,x4_phenyl ether,x4_trioctylphosphine oxide,x5_None,x5_phosphinic acid,x5_trioctylphosphine oxide,diameter_nm,abs_nm,emission_nm,
102,102,0.015002,-0.345676197,-0.396278724,0.083097124,-0.49946256,-0.45273826,0.338435898,1.049073834,-0.234954629,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.9968,532,547,15
103,103,0.015002,-0.345676197,-0.396278724,0.083097124,-0.49946256,-0.45273826,0.338435898,1.049073834,-0.226628754,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.161,542,555,13
104,104,0.015002,-0.345676197,-0.396278724,0.083097124,-0.49946256,-0.45273826,0.338435898,1.049073834,-0.195406723,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.125,550,566,16
109,109,0.015002,-0.345676197,-0.396278724,0.083097124,-0.49946256,-0.45273826,0.873468888,-0.302794283,-0.236682248,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.5094,501,511,10
110,110,0.015002,-0.345676197,-0.396278724,0.083097124,-0.49946256,-0.45273826,0.873468888,-0.302794283,-0.235995363,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.9639,532,542,10
111,111,0.015002,-0.345676197,-0.396278724,0.083097124,-0.49946256,-0.45273826,0.873468888,-0.302794283,-0.234954629,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.2593,542,558,16
112,112,0.015002,-0.345676197,-0.396278724,0.083097124,-0.49946256,-0.45273826,0.873468888,-0.302794283,-0.230791691,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.6297,555,573,18
113,113,0.015002,-0.345676197,-0.396278724,0.083097124,-0.49946256,-0.45273826,0.873468888,-0.302794283,-0.226628754,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.7911,558,578,20
114,114,0.015002,-0.345676197,-0.396278724,0.083097124,-0.49946256,-0.45273826,0.873468888,-0.302794283,-0.21622141,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.9063,560,581,21
115,115,0.015002,-0.345676197,-0.396278724,0.083097124,-0.49946256,-0.45273826,0.873468888,-0.302794283,-0.195406723,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.0278,563,584,21
116,116,1.568542486,-0.162913346,0.304053137,-0.294673868,1.438380051,2.098218203,-0.347075121,-0.302794283,-0.236765506,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.7,409,440,31
117,117,0.015002,0.86124829,0.304053137,2.337015183,-0.49946256,-0.288597115,4.262011161,-0.302794283,-0.235662328,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.3,497,528.25,31.25
118,118,0.015002,0.86124829,0.304053137,2.337015183,-0.49946256,-0.288597115,4.262011161,-0.302794283,-0.195406723,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.7,528,557,29
119,119,0.015002,0.86124829,0.304053137,2.337015183,-0.49946256,-0.288597115,4.262011161,-0.302794283,-0.174592036,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.9,543,557,14
120,120,0.015002,0.86124829,0.304053137,2.337015183,-0.49946256,-0.288597115,4.262011161,-0.302794283,-0.153777349,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.5,568,595.35,27.35
122,122,0.947126292,-0.473265357,-0.56504497,0.010315556,-0.49946256,-0.224294398,-0.129160643,-0.302794283,-0.236863335,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.28,508,523,15
123,123,0.947126292,-0.473265357,-0.56504497,0.010315556,-0.49946256,-0.224294398,-0.129160643,-0.302794283,-0.236690574,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.72,532.4239975,563,30.57600251
124,124,0.947126292,-0.473265357,-0.56504497,0.010315556,-0.49946256,-0.224294398,-0.129160643,-0.302794283,-0.23651573,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.85,545.3283308,577,31.67166917
125,125,0.947126292,-0.473265357,-0.56504497,0.010315556,-0.49946256,-0.224294398,-0.129160643,-0.302794283,-0.234954629,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.28,585,604,19
126,126,0.947126292,-0.473265357,-0.56504497,0.010315556,-0.49946256,-0.224294398,-0.129160643,-0.302794283,-0.230791691,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.33,564.8705848,610,45.1294152
127,127,0.947126292,-0.473265357,-0.56504497,0.010315556,-0.49946256,-0.224294398,-0.129160643,-0.302794283,-0.220384348,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.62,573.0461905,625,51.95380952
128,128,0.015002,0.86124829,-0.016360133,1.738588963,-0.49946256,-0.338516329,4.969815221,-0.302794283,-0.233913894,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.5,524,544,20
129,129,0.325710098,0.86124829,-0.016360133,1.738588963,-0.49946256,-0.338516329,4.969815221,-0.302794283,-0.233913894,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,555,577,22
130,130,0.636418195,0.86124829,-0.016360133,1.738588963,-0.49946256,-0.338516329,4.969815221,-0.302794283,-0.233913894,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,592,610,18
131,131,0.947126292,0.86124829,-0.016360133,1.738588963,-0.49946256,-0.338516329,4.969815221,-0.302794283,-0.233913894,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.5,603,625,22
132,132,0.947126292,-0.473265357,-0.153680105,-0.479515944,1.73176829,-0.352899832,-0.57334949,-0.302794283,-0.236863335,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.28,495,509,14
133,133,0.947126292,-0.473265357,-0.153680105,-0.479515944,1.73176829,-0.352899832,-0.57334949,-0.302794283,-0.236238895,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.02,551,563,12
134,134,0.947126292,-0.473265357,-0.153680105,-0.479515944,1.73176829,-0.352899832,-0.57334949,-0.302794283,-0.235474996,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.66,579,591,12
135,135,0.947126292,-0.473265357,-0.153680105,-0.479515944,1.73176829,-0.352899832,-0.57334949,-0.302794283,-0.231832426,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4.86,607,617,10
136,136,0.947126292,-0.473265357,-0.153680105,-0.479515944,1.73176829,-0.352899832,-0.57334949,-0.302794283,-0.22419968,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5.11,611,623,12
137,137,0.947126292,-0.473265357,-0.153680105,-0.479515944,1.73176829,-0.352899832,-0.57334949,-0.302794283,-0.215873805,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5.16,615,627,12
138,138,1.102480341,-0.421540022,-0.496980037,-0.424640953,1.255205478,-0.384205102,-0.466008496,-0.302794283,-0.174592036,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,9.08,619.8030303,644,24.1969697
139,139,0.791772243,-0.33533113,0.075186516,-0.294673868,4.179652209,-0.258137933,-0.14281513,-0.302794283,-0.234954629,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.76,571,581,10
140,140,0.791772243,-0.33533113,0.075186516,-0.294673868,4.179652209,-0.258137933,-0.14281513,-0.302794283,-0.21622141,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.99,582,592,10
141,141,-0.761768243,-0.373263042,-0.553738959,-0.283121239,-0.49946256,-0.43750867,0.098785704,-0.302794283,-0.236349213,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.97,465,480,15
142,142,-0.761768243,-0.373263042,-0.553738959,-0.283121239,-0.49946256,-0.43750867,0.098785704,-0.302794283,-0.235662328,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.17,495,520,25
143,143,-0.761768243,-0.373263042,-0.553738959,-0.283121239,-0.49946256,-0.43750867,0.098785704,-0.302794283,-0.21622141,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.84,555,570,15
144,144,0.55874117,-0.373263042,-0.553738959,-0.283121239,-0.49946256,-0.43750867,0.098785704,-0.302794283,-0.236349213,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.57,525,540,15
145,145,0.55874117,-0.373263042,-0.553738959,-0.283121239,-0.49946256,-0.43750867,0.098785704,-0.302794283,-0.235662328,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.25,565,575,10
147,147,-0.295706097,-0.373263042,-0.581660687,-0.283121239,-0.49946256,-0.43750867,0.098785704,-0.302794283,-0.236349213,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.02,465,480,15
148,148,-0.295706097,-0.373263042,-0.581660687,-0.283121239,-0.49946256,-0.43750867,0.098785704,-0.302794283,-0.235662328,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.32,508,518,10
149,149,-0.295706097,-0.373263042,-0.581660687,-0.283121239,-0.49946256,-0.43750867,0.098785704,-0.302794283,-0.21622141,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.31,570,580,10
150,150,-0.295706097,-0.373263042,-0.432897383,-0.283121239,-0.49946256,-0.43750867,0.098785704,-0.302794283,-0.236349213,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.61,528,550,22
151,151,-0.295706097,-0.373263042,-0.432897383,-0.283121239,-0.49946256,-0.43750867,0.098785704,-0.302794283,-0.235662328,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.76,540,560,20
152,152,-0.295706097,-0.373263042,-0.432897383,-0.283121239,-0.49946256,-0.43750867,0.098785704,-0.302794283,-0.21622141,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.66,578,610,32
153,153,-0.062675024,-0.473265357,-0.263993817,-0.251929138,-0.49946256,-0.437677887,0.093212444,-0.302794283,-0.235995363,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.5,474,617,143
154,154,0.325710098,-0.346710704,-0.396278724,0.292199722,0.003542277,0.020225144,-0.363794902,-0.302794283,-0.236349213,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.85,534,577,43
155,155,0.325710098,-0.346710704,-0.396278724,0.292199722,0.003542277,0.020225144,-0.363794902,-0.302794283,-0.235995363,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.12,561,586,25
156,156,0.325710098,-0.346710704,-0.396278724,0.292199722,0.003542277,0.020225144,-0.363794902,-0.302794283,-0.234954629,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.46,570,594,24
157,157,0.325710098,-0.346710704,-0.396278724,0.292199722,0.003542277,0.020225144,-0.363794902,-0.302794283,-0.23287316,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.79,579,595,16
158,158,0.325710098,-0.473265357,-0.153680105,-0.479515944,1.167472076,0.213979382,-0.489750585,-0.302794283,-0.237029229,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.98,450,530.25,80.25
159,159,0.325710098,-0.473265357,-0.153680105,-0.479515944,1.167472076,0.213979382,-0.489750585,-0.302794283,-0.237009038,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.09,467,533,66
160,160,0.325710098,-0.473265357,-0.153680105,-0.479515944,1.167472076,0.213979382,-0.489750585,-0.302794283,-0.236963246,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.34,497,542.75,45.75
161,161,0.325710098,-0.473265357,-0.153680105,-0.479515944,1.167472076,0.213979382,-0.489750585,-0.302794283,-0.236703062,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3.21,557,566.25,9.25
162,162,0.325710098,-0.473265357,-0.153680105,-0.479515944,1.167472076,0.213979382,-0.489750585,-0.302794283,-0.235839253,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.37,594,604,10
164,164,-2.470662777,0.147438665,0.532919758,-0.525726463,-0.49946256,0.190288908,-0.402807724,-0.302794283,4.258936308,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.74,422,510,88
165,165,-2.470662777,0.147438665,0.532919758,1.42666796,-0.49946256,0.190288908,-0.402807724,-0.302794283,4.258936308,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.75,404,451,47
166,166,-2.470662777,0.147438665,0.532919758,0.976115401,-0.49946256,0.190288908,-0.402807724,-0.302794283,4.258936308,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.79,407,483,76
167,167,-2.470662777,0.147438665,0.532919758,0.953010142,-0.49946256,0.190288908,-0.402807724,-0.302794283,4.258936308,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.71,418,530,112
168,168,-2.470662777,0.147438665,0.532919758,-0.525726463,1.851792611,0.190288908,-0.402807724,-0.302794283,4.258936308,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.97,413,584,171
170,170,-0.140352048,-0.41464331,0.624466407,-0.525726463,-0.49946256,-0.121071616,-0.566728457,-0.302794283,-0.174592036,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,434,508,74
171,171,-0.140352048,-0.41464331,0.624466407,-0.525726463,-0.49946256,-0.121071616,-0.566728457,-0.302794283,-0.049703914,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,414,523,109
172,172,-2.859047898,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,-0.234954629,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.44,383,529,146
173,173,-2.859047898,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,-0.230791691,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.55,399,529,130
174,174,-2.859047898,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,-0.226628754,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.67,412,537,125
175,175,-2.859047898,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,-0.174592036,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.67,415,537,122
176,176,-2.859047898,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,0.075184209,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.67,418,537,119
177,177,-2.781370874,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,0.595551385,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.13,350,542.25,192.25
178,178,-2.781370874,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,2.198282289,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.33,380,542.25,162.25
179,179,-2.781370874,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,6.548551884,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.33,380,542.25,162.25
180,180,-2.781370874,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,8.463503094,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.33,380,542.25,162.25
181,181,-2.315308728,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,-0.21622141,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.44,380,542.25,162.25
182,182,-2.315308728,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,-0.049703914,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.44,380,542.25,162.25
183,183,-2.315308728,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,0.210479674,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.67,405,542.25,137.25
184,184,-2.315308728,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,2.354392442,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.78,430,542.25,112.25
185,185,-1.771569558,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,-0.226628754,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.78,430,542.25,112.25
186,186,-1.771569558,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,-0.153777349,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2.15,475,542.25,67.25
187,187,-1.771569558,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,0.148035613,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2.52,510,561.5,51.5
188,188,-1.771569558,0.8371098,1.173746298,0.895246993,0.762775036,-0.122763793,-0.68147074,-0.302794283,2.604168686,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2.84,545,561.5,16.5
193,193,0.791772243,-0.478093055,-0.327618738,-0.465652788,-0.184792092,0.02191732,-0.464113588,-0.302794283,-0.235995363,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.3,581.8342857,595,13.16571429
194,194,0.791772243,-0.478093055,-0.327618738,-0.465652788,-0.218715674,0.02191732,-0.464113588,-0.302794283,-0.235995363,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.1,576.2977778,585,8.702222222
195,195,0.791772243,-0.478093055,-0.327618738,-0.465652788,-0.297090847,0.02191732,-0.464113588,-0.302794283,-0.235995363,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,556.7777778,570,13.22222222
197,197,0.791772243,-0.478093055,-0.327618738,-0.465652788,-0.184792092,0.02191732,-0.464113588,-0.302794283,-0.226628754,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.2,576.0461905,590,13.95380952
198,198,0.791772243,-0.478093055,-0.327618738,-0.465652788,-0.218715674,0.02191732,-0.464113588,-0.302794283,-0.226628754,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.2,576.0461905,590,13.95380952
199,199,0.791772243,-0.478093055,-0.327618738,-0.465652788,-0.297090847,0.02191732,-0.464113588,-0.302794283,-0.226628754,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.1,556.5261905,580,23.47380952
204,204,0.481064146,-0.466368646,-0.50155737,-0.387094906,-0.49946256,-0.371513776,-0.439424045,1.788095072,-0.236765506,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2.1,490,524.75,34.75
205,205,0.481064146,-0.466368646,-0.50155737,-0.387094906,-0.49946256,-0.371513776,-0.439424045,1.788095072,-0.236161881,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2.6,530,580.5,50.5
