,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,in_amount_mmol,p_amount_mmol,sol_amount_ml,TOP_amount_mmol,acid_amount_mmol,amine_amount_mmol,thiol_amount_mmol,zinc_amount_mmol,other_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium myristate,x0_indium oxalate,x0_indium palmitate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_4-ethylpyridine,x2_None,x2_dimethylformamide,x2_mesitylene,x2_octadecene,x2_toluene,x3_None,x3_trioctylphosphine,x4_None,x4_lauric acid,x4_myristic acid,x4_oleic acid,x4_palmitic acid,x4_stearic acid,x5_None,x5_dioctylamine,x5_dodecylamine,x5_hexadecylamine,x5_octylamine,x5_oleylamine,x6_None,x6_dodecanethiol,x7_None,x7_zinc acetate,x7_zinc bromide,x7_zinc chloride,x7_zinc iodide,x7_zinc octanoate,x7_zinc oleate,x7_zinc stearate,x7_zinc undecylenate,x8_None,x8_acetic acid,x8_copper bromide,x8_oleic acid,x8_superhydride,x8_tetrabutylammonium myristate,x8_trioctylamine,x8_trioctylphosphine oxide,x8_water,x8_zinc iodide,diameter_nm,abs_nm,emission_nm
119,119,119,119,-0.6024317994197987,-0.6641308576507757,-0.5301709799404563,1.589695677342404,-0.4492191013613774,-0.6442317401553859,-0.1957292721443185,0.9747564265911876,-0.2616951253280192,-0.3505762894890468,1.1888359225298537,-0.2540461391226253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,423.0,485.0
120,120,120,120,0.8025288747716555,2.0784338176682176,-0.5301709799404563,0.1895408234691533,-0.4492191013613774,1.039736778795464,-0.1957292721443185,2.892168462653304,-0.2616951253280192,-0.3347698862871928,-0.8058853744365697,-0.3048209807543088,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,444.0,481.75
122,122,122,122,-0.3131751900274405,0.6748860132402622,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,0.3942155131976382,-0.1957292721443185,1.1345407629296973,-0.2616951253280192,-0.5134012863274229,-1.005357504133212,-0.2978175543223524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,478.0,518.0
143,143,143,143,0.8107933493257229,1.2791302090859442,-0.2015177345470392,-0.3024054766772155,-0.4492191013613774,3.1446974274840263,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,0.0428698432221636,-0.8058853744365697,0.9540449203898436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,512.0,575.75
144,144,144,144,0.8107933493257229,1.2791302090859442,-0.2015177345470392,-0.3024054766772155,-0.4492191013613774,3.1446974274840263,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,0.0428698432221636,-0.8058853744365697,0.9540449203898436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,599.0,590.0
145,145,145,145,-0.2718528172571036,1.2791302090859442,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,0.2188021258069246,-0.1957292721443185,0.5752955857449135,0.1129694253991983,-0.5394913735401218,-0.8058853744365697,-0.2803089882424616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,490.0,560.0
146,146,146,146,0.0587261649055915,0.2891670241445963,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,1.4887950505156904,-0.1957292721443185,0.0959425767293844,-0.2616951253280192,-0.3504493304271845,-0.0079968556500003,-0.3061341232103006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,543.4,610.0
147,147,147,147,0.0587261649055915,0.2891670241445963,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,1.4887950505156904,-0.1957292721443185,0.0959425767293844,-0.2616951253280192,-0.3504493304271845,-0.0079968556500003,-0.2978175543223524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,557.4,610.0
148,148,148,148,7.579398009106905,6.595599165252442,2.7563614739937146,7.26599914108906,-0.4492191013613774,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,3.7755932210351033,-1.8032460229197813,2.214661678141985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,587.0,646.0
150,150,150,150,-0.3131751900274405,0.4504943579868901,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,1.4607289085331765,-0.1957292721443185,1.1345407629296973,-0.2616951253280192,-0.3546389794686398,-0.8058853744365697,-0.2803089882424616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,570.0,597.5
152,152,152,152,-0.3131751900274405,-0.7374614639427275,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,1.4607289085331765,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.3546389794686398,-0.8058853744365697,-0.2015204408829527,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,550.0,597.5
153,153,153,153,-0.4371423083384511,0.1425058115606929,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,-0.0408096875313314,-0.1957292721443185,-0.3834104322861446,5.882803506598349,-0.3505762894890468,-0.0079968556500003,-0.3061341232103006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6,492.0,529.4
154,154,154,154,-0.4371423083384511,0.1425058115606929,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,-0.0408096875313314,-0.1957292721443185,-0.3834104322861446,5.882803506598349,-0.3505762894890468,-0.0079968556500003,-0.3061341232103006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.6,611.0,653.0
159,159,159,159,-0.4991258674939565,-0.1508166136071138,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,0.4082485841888952,-0.1957292721443185,0.2557269130678941,-0.2616951253280192,-0.5113064618066953,-0.8058853744365697,-0.2803089882424616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,560.0,597.5
160,160,160,160,-0.4949936302169228,-0.1508166136071138,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,0.4082485841888952,-0.1957292721443185,0.2557269130678941,-0.2616951253280192,-0.5113064618066953,-0.8058853744365697,-0.289063271282407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,573.0,618.0
161,161,161,161,-0.3131751900274405,0.2745009028862059,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,1.187084024203663,-0.1957292721443185,1.1345407629296973,-0.2616951253280192,-0.614016342853281,-0.8058853744365697,-0.3021946958423251,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,550.0,597.5
162,162,162,162,-0.4949936302169228,-0.1508166136071138,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,0.4082485841888952,-0.1957292721443185,0.2557269130678941,-0.2616951253280192,-0.5113064618066953,-0.8058853744365697,-0.289063271282407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,573.0,597.5
163,163,163,163,-0.3131751900274405,0.6778192374919403,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,1.4887950505156904,-0.1957292721443185,1.1345407629296973,0.0755029703264765,-0.3504493304271845,-0.406941115043285,-0.2540461391226253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,420.0,422.0
165,165,165,165,-0.4949936302169228,-0.1508166136071138,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,0.4082485841888952,-0.1957292721443185,0.2557269130678941,-0.2616951253280192,-0.5113064618066953,-0.8058853744365697,-0.289063271282407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,573.0,597.5
166,166,166,166,-0.4371423083384511,-0.5174696450668723,0.0614048617676944,-0.3024054766772155,-0.3237684321686203,-0.557226700009592,-0.1957292721443185,-0.3834104322861446,-0.2616951253280192,-0.0837083414545309,-0.2074689853466427,-0.289063271282407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,595.0,620.0
167,167,167,167,-0.3131751900274405,1.0811375720976746,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,0.2188021258069246,-0.1957292721443185,1.1345407629296973,-0.2616951253280192,-0.5394913735401218,-0.406941115043285,-0.289063271282407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,553.0,592.0
168,168,168,168,-0.3131751900274405,0.4358282367284998,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,0.2188021258069246,-0.1957292721443185,1.1345407629296973,-0.2616951253280192,-0.5394913735401218,-0.8058853744365697,-0.2803089882424616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,545.6,597.5
169,169,169,169,-0.4371423083384511,-0.6787969789091661,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,1.4887950505156904,-0.1957292721443185,1.1345407629296973,-0.2616951253280192,-0.3504493304271845,-0.8058853744365697,-0.2934404128023797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,547.0,597.5
172,172,172,172,-0.4371423083384511,-0.6787969789091661,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,1.4887950505156904,-0.1957292721443185,1.1345407629296973,0.6374997964173029,-0.3504493304271845,-0.8058853744365697,-0.2934404128023797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.75,481.0,529.4
193,193,193,193,-0.6024317994197987,-0.5908002513588241,-0.1357870854683557,-0.3024054766772155,-0.4455293757968845,-0.6161655981728718,-0.1957292721443185,-0.6150977199769837,-0.2616951253280192,-0.2837958229494867,0.1914752740466419,-0.289063271282407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,555.0,645.0
194,194,194,194,1.1826947042587548,0.7291506618963065,-0.5301709799404563,2.7249563707668534,-0.4492191013613774,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,0.3602480288791619,-0.1074496860227776,0.9893637928332112,0.6914164291914806,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,633.0,653.0
195,195,195,195,-0.3131751900274405,0.4504943579868901,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,1.4607289085331765,-0.1957292721443185,1.1345407629296973,-0.2616951253280192,-0.3546389794686398,-0.8058853744365697,-0.2803089882424616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,509.0,529.4
196,196,196,196,-0.3131751900274405,-0.0041554010232104,-0.5301709799404563,-0.3024054766772155,-0.4492191013613774,-0.1250081134788738,-0.1957292721443185,0.2557269130678941,-0.2616951253280192,-0.5906558754706212,-0.8058853744365697,-0.3039455524503142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,480.0,529.4
201,201,201,201,0.9678183658530032,-0.6274655545047999,-0.2015177345470392,0.0760147541267083,-0.4492191013613774,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.287096758557906,1.587780181923138,-0.2803089882424616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,547.0,590.0
202,202,202,202,-0.4371423083384511,-0.6274655545047999,-0.2672483836257226,0.0760147541267083,-0.4492191013613774,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.3505762894890468,-0.2074689853466427,-0.289063271282407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,551.0,612.0
203,203,203,203,-0.4371423083384511,-0.6274655545047999,-0.2672483836257226,0.0760147541267083,-0.4492191013613774,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,-0.2616951253280192,-0.3505762894890468,-0.2074689853466427,-0.289063271282407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,578.0,641.0
208,208,208,208,-0.6024317994197987,-0.6641308576507757,-0.0043257873109889,-0.3024054766772155,-0.4492191013613774,-0.6442317401553859,0.3407139181771472,-0.5431947686246543,-0.2616951253280192,-0.1593759423244508,1.587780181923138,-0.2803089882424616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,436.0,481.0
209,209,209,209,1.2405460261372263,1.4624567248158236,-0.5301709799404563,3.841546508362511,-0.4492191013613774,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,0.4959598549482064,0.0913682048535552,0.5904195334399266,3.4752784358941264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6,517.0,600.0
210,210,210,210,1.2405460261372263,1.4624567248158236,-0.5301709799404563,3.841546508362511,-0.4492191013613774,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,0.4959598549482064,0.0913682048535552,0.7898916631365689,3.4752784358941264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,577.0,646.0
211,211,211,211,1.2405460261372263,1.4624567248158236,-0.5301709799404563,3.841546508362511,-0.4492191013613774,-0.6442317401553859,-0.1957292721443185,-0.6230869367939091,0.4959598549482064,0.0913682048535552,0.9893637928332112,3.4752784358941264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,590.0,677.0
