,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,in_amount_mmol,p_amount_mmol,sol_amount_ml,TOP_amount_mmol,acid_amount_mmol,amine_amount_mmol,thiol_amount_mmol,zinc_amount_mmol,other_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium myristate,x0_indium oxalate,x0_indium palmitate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_4-ethylpyridine,x2_None,x2_dimethylformamide,x2_mesitylene,x2_octadecene,x2_toluene,x3_None,x3_trioctylphosphine,x4_None,x4_lauric acid,x4_myristic acid,x4_oleic acid,x4_palmitic acid,x4_stearic acid,x5_None,x5_dioctylamine,x5_dodecylamine,x5_hexadecylamine,x5_octylamine,x5_oleylamine,x6_None,x6_dodecanethiol,x7_None,x7_zinc acetate,x7_zinc bromide,x7_zinc chloride,x7_zinc iodide,x7_zinc octanoate,x7_zinc oleate,x7_zinc stearate,x7_zinc undecylenate,x8_None,x8_acetic acid,x8_copper bromide,x8_oleic acid,x8_superhydride,x8_tetrabutylammonium myristate,x8_trioctylamine,x8_trioctylphosphine oxide,x8_water,x8_zinc iodide,diameter_nm,abs_nm,emission_nm
116,116,116,116,-0.58897034379848,-0.6678948840769106,-0.5280151984622927,1.5757908270123246,-0.4310766323233598,-0.6418269032985128,-0.1971170533339577,0.9622324036346892,-0.2636051394047212,-0.3512725918008152,1.1750398646319655,-0.2561481537862122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,423.0,485.0
117,117,117,117,0.8155046537750935,2.06108566921622,-0.5280151984622927,0.1842567785800072,-0.4310766323233598,1.0309432951152084,-0.1971170533339577,2.871729312757972,-0.2636051394047212,-0.3355682625253119,-0.8159367725394117,-0.3066042984399299,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,444.0,482.3333333333333
119,119,119,119,-0.2998137266509796,0.6644897390015,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,0.3897147190566153,-0.1971170533339577,1.1213571460616294,-0.2636051394047212,-0.5130461042171447,-1.015034436256549,-0.2996448302118309,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,478.0,518.0
140,140,140,140,0.8237662714078793,1.2657410694596656,-0.2015664503234359,-0.3046605899241101,-0.4310766323233598,3.12190604313236,-0.1971170533339577,-0.6290150206347128,-0.2636051394047212,0.0396327610087013,-0.8159367725394117,0.9443601155608627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,512.0,577.0
141,141,141,141,0.8237662714078793,1.2657410694596656,-0.2015664503234359,-0.3046605899241101,-0.4310766323233598,3.12190604313236,-0.1971170533339577,-0.6290150206347128,-0.2636051394047212,0.0396327610087013,-0.8159367725394117,0.9443601155608627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,499.0,590.0
142,142,142,142,-0.258505638487051,1.2657410694596656,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,0.2154678233885193,-0.1971170533339577,0.5644205475673386,0.1086939590031949,-0.5389677079610479,-0.8159367725394117,-0.2822461596415834,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,490.0,560.0
143,143,143,143,0.0719590668243781,0.2806812440731079,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,1.477015348025534,-0.1971170533339577,0.087046320286518,-0.2636051394047212,-0.3511464526098474,-0.0195461176708607,-0.3079091987326984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,534.6666666666666,618.3333333333334
144,144,144,144,0.0719590668243781,0.2806812440731079,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,1.477015348025534,-0.1971170533339577,0.087046320286518,-0.2636051394047212,-0.3511464526098474,-0.0195461176708607,-0.2996448302118309,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,534.6666666666666,618.3333333333334
145,145,145,145,7.590031112659389,6.555877168757845,2.736472282926275,7.217145079499034,-0.4310766323233598,-0.6418269032985128,-0.1971170533339577,-0.6290150206347128,-0.2636051394047212,3.748251114655877,-1.8114250911251004,2.1970643966186807,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,587.0,614.6666666666666
147,147,147,147,-0.2998137266509796,0.4412095119138804,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,1.4491358447186389,-0.1971170533339577,1.1213571460616294,-0.2636051394047212,-0.355309045911788,-0.8159367725394117,-0.2822461596415834,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,570.0,607.0
149,149,149,149,-0.2998137266509796,-0.7408622785499889,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,1.4491358447186389,-0.1971170533339577,-0.6290150206347128,-0.2636051394047212,-0.355309045911788,-0.8159367725394117,-0.2039521420754698,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,550.0,613.3333333333334
150,150,150,150,-0.4237379911427655,0.1347464551269512,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,-0.0424175822002627,-0.1971170533339577,-0.3903279069943026,5.842100074485105,-0.3512725918008152,-0.0195461176708607,-0.3079091987326984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6,492.0,568.0
151,151,151,151,-0.4237379911427655,0.1347464551269512,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,-0.0424175822002627,-0.1971170533339577,-0.3903279069943026,5.842100074485105,-0.3512725918008152,-0.0195461176708607,-0.3079091987326984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.6,611.0,618.3333333333334
156,156,156,156,-0.4857001233886585,-0.157123122765362,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,0.4036544707100629,-0.1971170533339577,0.2461710627134583,-0.2636051394047212,-0.5109648075661745,-0.8159367725394117,-0.2822461596415834,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,560.0,618.0
157,157,157,157,-0.4815693145722656,-0.157123122765362,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,0.4036544707100629,-0.1971170533339577,0.2461710627134583,-0.2636051394047212,-0.5109648075661745,-0.8159367725394117,-0.2909454949267072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,573.0,618.0
158,158,158,158,-0.2998137266509796,0.2660877651784922,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,1.177310687476409,-0.1971170533339577,1.1213571460616294,-0.2636051394047212,-0.6130114130592041,-0.8159367725394117,-0.3039944978543928,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,550.0,628.0
159,159,159,159,-0.4815693145722656,-0.157123122765362,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,0.4036544707100629,-0.1971170533339577,0.2461710627134583,-0.2636051394047212,-0.5109648075661745,-0.8159367725394117,-0.2909454949267072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,573.0,618.0
160,160,160,160,-0.2998137266509796,0.6674084347804231,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,1.477015348025534,-0.1971170533339577,1.1213571460616294,0.0714640491624033,-0.3511464526098474,-0.4177414451051362,-0.2561481537862122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,420.0,530.6666666666666
161,161,161,161,-0.2998137266509796,0.6674084347804231,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,1.477015348025534,-0.1971170533339577,1.1213571460616294,-0.2636051394047212,-0.3511464526098474,-0.4177414451051362,-0.2561481537862122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,590.0,625.0
162,162,162,162,-0.4815693145722656,-0.157123122765362,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,0.4036544707100629,-0.1971170533339577,0.2461710627134583,-0.2636051394047212,-0.5109648075661745,-0.8159367725394117,-0.2909454949267072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,573.0,618.0
163,163,163,163,-0.4237379911427655,-0.5219600951307538,0.0595925481876494,-0.3046605899241101,-0.3006935578386396,-0.5554004430471372,-0.1971170533339577,-0.3903279069943026,-0.2636051394047212,-0.0861280123862931,-0.2186437813879984,-0.2909454949267072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,595.0,620.0
164,164,164,164,-0.2998137266509796,1.068729104382354,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,0.2154678233885193,-0.1971170533339577,1.1213571460616294,-0.2636051394047212,-0.5389677079610479,-0.4177414451051362,-0.2909454949267072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,553.0,592.0
165,165,165,165,-0.2998137266509796,0.4266160330192647,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,0.2154678233885193,-0.1971170533339577,1.1213571460616294,-0.2636051394047212,-0.5389677079610479,-0.8159367725394117,-0.2822461596415834,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,568.3333333333334,624.6666666666666
166,166,166,166,-0.4237379911427655,-0.6824883629715263,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,1.477015348025534,-0.1971170533339577,1.1213571460616294,-0.2636051394047212,-0.3511464526098474,-0.8159367725394117,-0.2952951625692691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,547.0,617.0
169,169,169,169,-0.4237379911427655,-0.6824883629715263,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,1.477015348025534,-0.1971170533339577,1.1213571460616294,0.6299126967742776,-0.3511464526098474,-0.8159367725394117,-0.2952951625692691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.75,481.0,517.6666666666666
190,190,190,190,-0.58897034379848,-0.5949274896038322,-0.1362767006956645,-0.3046605899241101,-0.4272418360149857,-0.6139473999916174,-0.1971170533339577,-0.6210587835133659,-0.2636051394047212,-0.2849233773517008,0.179551546046277,-0.2909454949267072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,555.0,645.0
191,191,191,191,1.1955390648832367,0.718485610911578,-0.5280151984622927,2.7040616781806284,-0.4310766323233598,-0.6418269032985128,-0.1971170533339577,-0.6290150206347128,0.3544113639524197,-0.1097160410972901,0.975942200914828,0.6833800570071509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,633.0,653.0
192,192,192,192,-0.2998137266509796,0.4412095119138804,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,1.4491358447186389,-0.1971170533339577,1.1213571460616294,-0.2636051394047212,-0.355309045911788,-0.8159367725394117,-0.2822461596415834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,509.0,530.3333333333334
193,193,193,193,-0.2998137266509796,-0.0111883338192054,-0.5280151984622927,-0.3046605899241101,-0.4310766323233598,-0.1260560921209487,-0.1971170533339577,0.2461710627134583,-0.2636051394047212,-0.5898018019211108,-0.8159367725394117,-0.3057343649114175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,480.0,532.3333333333334
198,198,198,198,0.980737006430808,-0.6314111868403713,-0.2015664503234359,0.0714296934631768,-0.4310766323233598,-0.6418269032985128,-0.1971170533339577,-0.6290150206347128,-0.2636051394047212,-0.2882029963168661,1.573235192066241,-0.2822461596415834,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,547.0,590.0
199,199,199,199,-0.4237379911427655,-0.6314111868403713,-0.2668561999512073,0.0714296934631768,-0.4310766323233598,-0.6418269032985128,-0.1971170533339577,-0.6290150206347128,-0.2636051394047212,-0.3512725918008152,-0.2186437813879984,-0.2909454949267072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,551.0,612.0
200,200,200,200,-0.4237379911427655,-0.6314111868403713,-0.2668561999512073,0.0714296934631768,-0.4310766323233598,-0.6418269032985128,-0.1971170533339577,-0.6290150206347128,-0.2636051394047212,-0.3512725918008152,-0.2186437813879984,-0.2909454949267072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,578.0,641.0
205,205,205,205,-0.58897034379848,-0.6678948840769106,-0.0056972014401218,-0.3046605899241101,-0.4310766323233598,-0.6418269032985128,0.3358290538282243,-0.5494526494212427,-0.2636051394047212,-0.1613069702031605,1.573235192066241,-0.2822461596415834,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,436.0,481.0
206,206,206,206,1.253370388312737,1.4481595556423614,-0.5280151984622927,3.813776928825855,-0.4310766323233598,-0.6418269032985128,-0.1971170533339577,-0.6290150206347128,0.4892663706263317,0.0878179319584384,0.5777468734805524,3.449768677676498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6,517.0,600.0
207,207,207,207,1.253370388312737,1.4481595556423614,-0.5280151984622927,3.813776928825855,-0.4310766323233598,-0.6418269032985128,-0.1971170533339577,-0.6290150206347128,0.4892663706263317,0.0878179319584384,0.7768445371976902,3.449768677676498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,577.0,646.0
