,Unnamed: 0,Unnamed: 0.1,in_amount_mmol,p_amount_mmol,sol_amount_ml,TOP_amount_mmol,acid_amount_mmol,amine_amount_mmol,thiol_amount_mmol,zinc_amount_mmol,other_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium myristate,x0_indium oxalate,x0_indium palmitate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_4-ethylpyridine,x2_None,x2_dimethylformamide,x2_mesitylene,x2_octadecene,x2_toluene,x3_None,x3_trioctylphosphine,x4_None,x4_lauric acid,x4_myristic acid,x4_oleic acid,x4_palmitic acid,x4_stearic acid,x5_None,x5_dioctylamine,x5_dodecylamine,x5_hexadecylamine,x5_octylamine,x5_oleylamine,x6_None,x6_dodecanethiol,x7_None,x7_zinc acetate,x7_zinc bromide,x7_zinc chloride,x7_zinc iodide,x7_zinc octanoate,x7_zinc oleate,x7_zinc stearate,x7_zinc undecylenate,x8_None,x8_acetic acid,x8_copper bromide,x8_oleic acid,x8_superhydride,x8_tetrabutylammonium myristate,x8_trioctylamine,x8_trioctylphosphine oxide,x8_water,x8_zinc iodide,diameter_nm,abs_nm,emission_nm,
57,57,57,0.980737006,-0.521960095,-0.103631826,-0.30466059,2.521716525,-0.139995844,-0.197117053,-0.629015021,-0.263605139,-0.219141789,-0.855756305,-0.307474232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,530,569.6666667,39.66666667
58,58,58,0.980737006,-0.521960095,-0.103631826,-0.30466059,2.349150691,-0.139995844,-0.197117053,-0.629015021,-0.263605139,-0.219141789,-0.855756305,-0.307474232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,497,563.3333333,66.33333333
59,59,59,0.980737006,-0.521960095,-0.103631826,-0.30466059,2.713456341,-0.138601869,-0.197117053,-0.629015021,-0.263605139,-0.21901565,-0.855756305,-0.307474232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,522,569.6666667,47.66666667
60,60,60,0.980737006,-0.521960095,-0.103631826,-0.30466059,2.349150691,-0.139995844,-0.197117053,-0.629015021,-0.263605139,-0.219141789,-0.855756305,-0.29964483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,509,563.3333333,54.33333333
61,61,61,0.980737006,-0.521960095,-0.103631826,-0.30466059,2.713456341,-0.138601869,-0.197117053,-0.629015021,-0.263605139,-0.21901565,-0.855756305,-0.29964483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,613,650,37
62,62,62,0.980737006,-0.521960095,-0.103631826,-0.30466059,2.521716525,-0.139995844,-0.197117053,-0.629015021,-0.263605139,-0.219141789,-0.855756305,-0.290945495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,590,598,8
63,63,63,0.980737006,-0.521960095,-0.103631826,-0.30466059,2.349150691,-0.139995844,-0.197117053,-0.629015021,-0.263605139,-0.219141789,-0.855756305,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,518,576.6666667,58.66666667
64,64,64,0.980737006,-0.521960095,-0.103631826,-0.30466059,2.521716525,-0.139995844,-0.197117053,-0.629015021,-0.263605139,-0.219141789,-0.855756305,-0.256148154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,625,680,55
65,65,65,0.980737006,-0.521960095,-0.103631826,-0.30466059,2.349150691,-0.139995844,-0.197117053,-0.629015021,-0.263605139,-0.219141789,-0.855756305,-0.256148154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,520,576.6666667,56.66666667
66,66,66,-0.093273286,-0.485476398,2.083574787,-0.30466059,0.374230592,-0.641826903,-0.197117053,-0.629015021,-0.263605139,1.85616325,0.975942201,-0.15175613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7,532,591,59
67,67,67,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.303994498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,571,604.6666667,33.66666667
68,68,68,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.303994498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,500,552,52
69,69,69,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.303994498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,510,556,46
70,70,70,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.303994498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,500,568.3333333,68.33333333
71,71,71,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.303994498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,496,552,56
72,72,72,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.295295163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,574,604.6666667,30.66666667
73,73,73,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.295295163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,540,579,39
74,74,74,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.295295163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,531,579.3333333,48.33333333
75,75,75,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.258510798,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.295295163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,580,605,25
76,76,76,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.295295163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,539,589.6666667,50.66666667
77,77,77,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.295295163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,509,557.3333333,48.33333333
78,78,78,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,574,604.6666667,30.66666667
79,79,79,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,548,579,31
80,80,80,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,538,579,41
81,81,81,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.258510798,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,580,605,25
82,82,82,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,549,589.6666667,40.66666667
83,83,83,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,518,579,61
84,84,84,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.258510798,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.203952142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,592,605,13
85,85,85,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.15175613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,575,616.6666667,41.66666667
86,86,86,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.15175613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,550,579,29
87,87,87,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.15175613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,550,579,29
88,88,88,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.15175613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,551,601.6666667,50.66666667
89,89,89,-0.588970344,-0.704378581,-0.031813101,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.187291644,0.975942201,-0.15175613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,538,590.6666667,52.66666667
90,90,90,2.633060533,0.718485611,6.000959764,3.456242244,4.170678938,-0.641826903,-0.197117053,-0.629015021,-0.263605139,6.271034934,0.776844537,-0.273546824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7,500,576.3333333,76.33333333
91,91,91,2.633060533,0.718485611,6.000959764,3.456242244,4.170678938,-0.641826903,-0.197117053,-0.629015021,-0.263605139,6.271034934,0.776844537,-0.307474232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,465,580.3333333,115.3333333
92,92,92,2.633060533,0.718485611,6.000959764,3.456242244,4.170678938,-0.641826903,-0.197117053,-0.629015021,-0.263605139,6.271034934,0.776844537,-0.290945495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,495,576.3333333,81.33333333
93,93,93,-0.506354167,-0.602224229,0.451331046,-0.30466059,-0.200988854,-0.641826903,-0.197117053,-0.629015021,-0.263605139,0.279423363,0.37864921,-0.29703503,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,620,670,50
94,94,94,-0.506354167,-0.602224229,0.451331046,-0.30466059,-0.200988854,-0.641826903,-0.197117053,-0.629015021,-0.263605139,0.279423363,0.37864921,-0.303994498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,570,616,46
95,95,95,-0.506354167,-0.602224229,0.451331046,-0.30466059,-0.200988854,-0.641826903,-0.197117053,-0.629015021,-0.263605139,0.279423363,0.37864921,-0.290945495,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,590,610,20
96,96,96,-0.506354167,-0.602224229,0.451331046,-0.30466059,-0.200988854,-0.641826903,-0.197117053,-0.629015021,-0.263605139,0.279423363,-0.417741445,-0.295295163,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,548,598.6666667,50.66666667
97,97,97,-0.506354167,-0.602224229,0.451331046,-0.30466059,-0.200988854,-0.641826903,-0.197117053,-0.629015021,-0.263605139,0.279423363,-0.019546118,-0.295295163,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,570,616,46
98,98,98,-0.506354167,-0.602224229,0.451331046,-0.30466059,-0.200988854,-0.641826903,-0.197117053,-0.629015021,-0.263605139,0.279423363,0.776844537,-0.295295163,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,600,616,16
99,99,99,-0.175889462,-0.448992701,0.124882298,0.071429693,0.259186703,-0.641826903,-0.197117053,0.325733434,-0.263605139,0.027144981,0.37864921,-0.256148154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,430,477,47
100,100,100,-0.605493579,-0.682488363,-0.070986951,-0.30466059,-0.331371928,-0.588855847,-0.197117053,-0.629015021,-0.263605139,-0.221160016,-0.417741445,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1,460,590,130
101,101,101,-0.506354167,-0.59492749,-0.103631826,-0.30466059,-0.162640891,-0.474549883,-0.197117053,-0.629015021,-0.263605139,-0.244117349,-1.811425091,-0.307474232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,419,569.3333333,150.3333333
102,102,102,-0.506354167,-0.59492749,-0.103631826,-0.30466059,-0.162640891,-0.474549883,-0.197117053,-0.629015021,-0.263605139,-0.244117349,-1.413229764,-0.307474232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,431,569.3333333,138.3333333
103,103,103,-0.506354167,-0.59492749,-0.103631826,-0.30466059,-0.162640891,-0.474549883,-0.197117053,-0.629015021,-0.263605139,-0.244117349,-1.015034436,-0.307474232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,446,569.3333333,123.3333333
104,104,104,-0.506354167,-0.59492749,-0.103631826,-0.30466059,-0.162640891,-0.474549883,-0.197117053,-0.629015021,-0.263605139,-0.244117349,-1.015034436,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,468,576.3333333,108.3333333
105,105,105,-0.506354167,-0.59492749,-0.103631826,-0.30466059,-0.162640891,-0.474549883,-0.197117053,-0.629015021,-0.263605139,-0.244117349,-1.413229764,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,432,576.3333333,144.3333333
106,106,106,-0.506354167,-0.59492749,-0.103631826,-0.30466059,-0.162640891,-0.474549883,-0.197117053,-0.629015021,-0.263605139,-0.244117349,-1.811425091,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,412,576.3333333,164.3333333
107,107,107,0.154575243,-0.37675498,4.368716024,-0.30466059,0.71936226,-0.641826903,-0.197117053,-0.629015021,-0.263605139,4.063599092,0.975942201,-0.15175613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,585,630,45
108,108,108,-0.588970344,1.448159556,-0.397435699,-0.30466059,-0.316032743,-0.641826903,-0.197117053,-0.629015021,-0.263605139,-0.540481378,0.179551546,-0.295295163,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.5,623,646,23
109,109,109,0.154575243,-0.011188334,-0.528015198,-0.30466059,-0.431076632,-0.641826903,5.132344018,0.962232404,-0.263605139,-0.659052218,1.573235192,-0.28224616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,None,480,539,59
110,110,110,-0.341121815,-0.448992701,-0.33214595,-0.30466059,-0.431076632,-0.432730628,-0.197117053,-0.629015021,-0.263605139,-0.446255403,-0.855756305,-0.304864431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,445,568,123
111,111,111,0.319807596,0.134746455,-0.33214595,-0.30466059,-0.431076632,-0.432730628,-0.197117053,-0.629015021,-0.263605139,-0.446255403,-0.855756305,-0.280506293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5,543,589,46
112,112,112,0.319807596,0.134746455,-0.33214595,-0.30466059,-0.431076632,-0.572128145,-0.197117053,-0.629015021,-0.263605139,-0.467888274,-0.855756305,0.422399998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7,622,680,58
114,114,114,-0.299813727,0.441209512,-0.528015198,-0.30466059,-0.431076632,1.449135845,-0.197117053,1.121357146,-0.263605139,-0.355309046,-0.815936773,-0.28224616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,562,581.3333333,19.33333333
115,115,115,-0.588970344,-0.667894884,-0.33214595,-0.30466059,-0.392728669,-0.6139474,-0.197117053,-0.565365124,-0.263605139,-0.474132164,0.37864921,-0.290945495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,None,570,630,60
116,116,116,-0.588970344,-0.667894884,-0.528015198,1.575790827,-0.431076632,-0.641826903,-0.197117053,0.962232404,-0.263605139,-0.351272592,1.175039865,-0.256148154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.3,423,485,62
117,117,117,0.815504654,2.061085669,-0.528015198,0.184256779,-0.431076632,1.030943295,-0.197117053,2.871729313,-0.263605139,-0.335568263,-0.815936773,-0.306604298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.2,444,482.3333333,38.33333333
