,Unnamed: 0,Unnamed: 0.1,in_amount_mmol,p_amount_mmol,sol_amount_ml,TOP_amount_mmol,acid_amount_mmol,amine_amount_mmol,thiol_amount_mmol,zinc_amount_mmol,other_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium myristate,x0_indium oxalate,x0_indium palmitate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_4-ethylpyridine,x2_None,x2_dimethylformamide,x2_mesitylene,x2_octadecene,x2_toluene,x3_None,x3_trioctylphosphine,x4_None,x4_lauric acid,x4_myristic acid,x4_oleic acid,x4_palmitic acid,x4_stearic acid,x5_None,x5_dioctylamine,x5_dodecylamine,x5_hexadecylamine,x5_octylamine,x5_oleylamine,x6_None,x6_dodecanethiol,x7_None,x7_zinc acetate,x7_zinc bromide,x7_zinc chloride,x7_zinc iodide,x7_zinc octanoate,x7_zinc oleate,x7_zinc stearate,x7_zinc undecylenate,x8_None,x8_acetic acid,x8_copper bromide,x8_oleic acid,x8_superhydride,x8_tetrabutylammonium myristate,x8_trioctylamine,x8_trioctylphosphine oxide,x8_water,x8_zinc iodide,diameter_nm,abs_nm,emission_nm
110,110,110,0.1501318589371549,-0.0088304263830847,-0.528734306363088,-0.3039032891788096,-0.437273560463046,-0.6426241729697622,5.144492107483952,0.9664238145929516,-0.2629638287810377,-0.6594848442413437,1.5780972928426178,-0.2815529893666101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,480.0,539
111,111,111,-0.345613116164895,-0.4473617591773569,-0.3324231682621333,-0.3039032891788096,-0.437273560463046,-0.4330603874883882,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,-0.4462260194839489,-0.8523916805834372,-0.3042187388737007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,445.0,568
112,112,112,0.3153801839711716,0.1373466845483393,-0.3324231682621333,-0.3039032891788096,-0.437273560463046,-0.4330603874883882,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,-0.4462260194839489,-0.8523916805834372,-0.279809470173757,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,543.0,589
113,113,113,0.3153801839711716,0.1373466845483393,-0.3324231682621333,-0.3039032891788096,-0.437273560463046,-0.5727695778093043,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,-0.4679058585153023,-0.8523916805834372,0.4245722837389035,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,622.0,680
116,116,116,-0.5934856037159201,-0.6666274255744931,-0.3324231682621333,-0.3039032891788096,-0.3993818693223309,-0.614682334905579,-0.1966511848542709,-0.5632824706654714,-0.2629638287810377,-0.4741633047663344,0.3827748468953777,-0.2902705853308758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,570.0,630
117,117,117,-0.5934856037159201,-0.6666274255744931,-0.528734306363088,1.5804390455803266,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,0.9664238145929516,-0.2629638287810377,-0.3510369886349162,1.1796564775268712,-0.2554002014738133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,423.0,485
120,120,120,-0.3043010349063909,0.6679695972294086,-0.528734306363088,-0.3039032891788096,-0.437273560463046,0.3912238354050159,-0.1966511848542709,1.125768219307371,-0.2629638287810377,-0.5131617324116552,-1.011768006709736,-0.2989881812951414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,478.0,518
121,121,121,-0.3043010349063909,0.6679695972294086,-0.528734306363088,-0.3039032891788096,-0.437273560463046,0.3912238354050159,-0.1966511848542709,1.125768219307371,-0.2629638287810377,-0.5131617324116552,-1.011768006709736,-0.2989881812951414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,576.0,628
142,142,142,0.8193875753249226,1.2702192942668755,-0.2015490761948301,-0.3039032891788096,-0.437273560463046,3.1295239656949687,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,0.040717070596362,-0.8125475990518625,0.9476280415948396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,499.0,590
143,143,143,-0.2629889536478867,1.2702192942668755,-0.528734306363088,-0.3039032891788096,-0.437273560463046,0.2165873475038709,-0.1966511848542709,0.5680628028069039,0.1101253834304877,-0.5391396153326065,-0.8125475990518625,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,490.0,560
147,147,147,7.586306485467905,7.519290786585255,5.360599836665554,-0.3039032891788096,-0.437273560463046,-0.6426241729697622,-0.1966511848542709,-0.6270202325512391,-0.2629638287810377,5.021517873362284,-1.2109884143676093,-0.2030946256882197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,465.0,550
153,153,153,-0.4282372786819035,-0.410817481444501,-0.528734306363088,-0.3039032891788096,-0.437273560463046,-0.0754048602668434,-0.1966511848542709,0.5441611420997411,-0.2629638287810377,-0.5826257064508896,-1.4102088220254827,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,492.0,529
154,154,154,-0.4282372786819035,-0.410817481444501,-0.528734306363088,-0.3039032891788096,-0.437273560463046,-0.0754048602668434,-0.1966511848542709,0.5441611420997411,-0.2629638287810377,-0.5826257064508896,-0.8125475990518625,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,522.0,555
155,155,155,-0.4282372786819035,-0.410817481444501,-0.528734306363088,-0.3039032891788096,-0.437273560463046,-0.5308568207130294,-0.1966511848542709,0.5441611420997411,-0.2629638287810377,-0.6503831042398426,-0.8125475990518625,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,560.0,595
156,156,156,-0.4282372786819035,-0.410817481444501,-0.528734306363088,-0.3039032891788096,-0.437273560463046,-0.5308568207130294,-0.1966511848542709,0.5441611420997411,-0.2629638287810377,-0.6503831042398426,-0.2148863760782424,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,590.0,635
158,158,158,-0.4860741924438093,-0.1550075373145087,-0.528734306363088,-0.3039032891788096,-0.437273560463046,0.4051947544371074,-0.1966511848542709,0.2493739933780659,-0.2629638287810377,-0.5110759169946446,-0.8125475990518625,-0.2902705853308758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,573.0,618
162,162,162,-0.3043010349063909,0.6708931394480371,-0.528734306363088,-0.3039032891788096,-0.437273560463046,1.4809555199081603,-0.1966511848542709,1.125768219307371,-0.2629638287810377,-0.3509105755793398,-0.4141067837361157,-0.2554002014738133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,590.0,625
164,164,164,-0.4282372786819035,-0.5204503146430689,0.0601991079397761,-0.3039032891788096,-0.3084418105846149,-0.5560044749707943,-0.1966511848542709,-0.3880036254796105,-0.2629638287810377,-0.0853167458133134,-0.2148863760782424,-0.2902705853308758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,595.0,620
165,165,165,-0.3043010349063909,1.0728801945094533,-0.528734306363088,-0.3039032891788096,-0.437273560463046,0.2165873475038709,-0.1966511848542709,1.125768219307371,-0.2629638287810377,-0.5391396153326065,-0.4141067837361157,-0.2902705853308758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,553.0,592
173,173,173,-0.2629889536478867,-0.3011846482459329,0.4528213841416856,-0.2029025400599245,-0.437273560463046,-0.5029149826488463,-0.1966511848542709,-0.2286592207651913,-0.2629638287810377,0.3188257928644524,0.1835544392375043,-0.2989881812951414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,462.0,522
174,174,174,-0.2629889536478867,-0.4473617591773569,0.4528213841416856,-0.3039032891788096,-0.437273560463046,-0.5029149826488463,-0.1966511848542709,-0.2286592207651913,-0.2629638287810377,0.3018864434172141,0.1835544392375043,-0.2985523014969281,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,463.0,572
175,175,175,-0.2629889536478867,-0.3011846482459329,0.4528213841416856,-0.2021488031287102,-0.437273560463046,-0.5029149826488463,-0.1966511848542709,-0.2286592207651913,-0.2629638287810377,0.3189522059200287,0.1835544392375043,-0.2728353934023446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,505.0,574
176,176,176,-0.2629889536478867,-0.4473617591773569,0.4528213841416856,-0.3039032891788096,-0.437273560463046,-0.5029149826488463,-0.1966511848542709,-0.2286592207651913,-0.2629638287810377,0.3018864434172141,0.1835544392375043,-0.2728353934023446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,476.0,591
177,177,177,-0.3043010349063909,0.4297009064111874,-0.528734306363088,-0.3039032891788096,-0.437273560463046,3.967779107620464,-0.1966511848542709,1.125768219307371,-0.2629638287810377,0.0192268511483732,-1.4102088220254827,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,428.0,502
178,178,178,-0.3043010349063909,0.4297009064111874,-0.528734306363088,-0.3039032891788096,-0.437273560463046,1.4530136818439772,-0.1966511848542709,1.125768219307371,-0.2629638287810377,-0.3550822064133611,-0.8125475990518625,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,423.0,507
179,179,179,-0.3043010349063909,0.4297009064111874,-0.528734306363088,-0.3039032891788096,-0.437273560463046,1.4530136818439772,-0.1966511848542709,1.125768219307371,-0.2629638287810377,-0.3550822064133611,-0.8125475990518625,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,473.0,531
180,180,180,-0.3043010349063909,0.4297009064111874,-0.528734306363088,-0.3039032891788096,-0.437273560463046,3.967779107620464,-0.1966511848542709,1.125768219307371,-0.2629638287810377,0.0192268511483732,-1.4102088220254827,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,478.0,538
181,181,181,-0.3043010349063909,0.4297009064111874,-0.528734306363088,-0.3039032891788096,-0.437273560463046,3.967779107620464,-0.1966511848542709,1.125768219307371,-0.2629638287810377,0.0192268511483732,-1.4102088220254827,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,568.0,606
182,182,182,-0.3043010349063909,0.4297009064111874,-0.528734306363088,-0.3039032891788096,-0.437273560463046,1.4530136818439772,-0.1966511848542709,1.125768219307371,-0.2629638287810377,-0.3550822064133611,-0.8125475990518625,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,570.0,607
183,183,183,-0.3043010349063909,0.4297009064111874,0.1910732000070793,-0.3039032891788096,-0.2667609503298284,0.6147585399184814,-0.1966511848542709,1.125768219307371,-0.2629638287810377,0.2154199134029532,-1.4102088220254827,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,405.0,470
184,184,184,-0.3043010349063909,0.4297009064111874,0.1910732000070793,-0.3039032891788096,0.0742642699366069,0.6147585399184814,-0.1966511848542709,1.125768219307371,-0.2629638287810377,0.2154199134029532,-1.4102088220254827,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,416.0,475
185,185,185,-0.3043010349063909,0.4297009064111874,0.1910732000070793,-0.3039032891788096,0.0742642699366069,0.6147585399184814,-0.1966511848542709,1.125768219307371,-0.2629638287810377,0.2154199134029532,-1.4102088220254827,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,448.0,501
186,186,186,-0.3043010349063909,0.4297009064111874,0.1910732000070793,-0.3039032891788096,-0.2667609503298284,0.6147585399184814,-0.1966511848542709,1.125768219307371,-0.2629638287810377,0.2154199134029532,-1.4102088220254827,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,439.0,502
187,187,187,-0.3043010349063909,0.4297009064111874,0.1910732000070793,-0.3039032891788096,-0.2667609503298284,0.6147585399184814,-0.1966511848542709,1.125768219307371,-0.2629638287810377,0.2154199134029532,-1.4102088220254827,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,515.0,551
188,188,188,-0.3043010349063909,0.4297009064111874,0.1910732000070793,-0.3039032891788096,0.0742642699366069,0.6147585399184814,-0.1966511848542709,1.125768219307371,-0.2629638287810377,0.2154199134029532,-1.4102088220254827,-0.2815529893666101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,508.0,555
